id,user_id,nickname,avatar,gender,profile_url,ip_location,add_ts,last_modify_ts,note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,note_url,source_keyword
31,1946021112,理白君,"https://tva3.sinaimg.cn/crop.0.0.180.180.180/73fdecf8jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1743091793&ssig=E3dfHGf9mA",m,https://m.weibo.cn/u/1946021112?,江苏,1743079692417,1743080993324,5148767263133578,从菠菜网站数据来看，尹锡悦总统前景非常的不妙啊。前面也说过前面的数据仅仅是表明其弹劾案4月前不会发布，并不代表他就能复职。从目前5月、6月的概率来看，被弹劾依然是极大概率事件。只是什么时候公布存在悬念。 ,1743074038,2025-03-27 11:13:58+08:00,41,7,3,https://m.weibo.cn/detail/5148767263133578,尹锡悦
32,2032100023,韩国中央日报,"https://tva1.sinaimg.cn/crop.0.0.180.180.180/791f62b7jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1743091799&ssig=hPqgkN%2FFm0",f,https://m.weibo.cn/u/2032100023?,,1743079692424,1743080999827,5148790585295777,【#李在明案法庭援引无罪原则，尹锡悦亦因同一逻辑获释#】网页链接 共同民主党党首李在明在涉嫌违反公职选举法案的2审中被判无罪。距离去年11月15日1审被判处剥夺10年选举权、1年有期徒刑、缓期2年执行已过去131天，至此他迎来了“重生”。#李在明##重生#提前大选# ,1743079598,2025-03-27 12:46:38+08:00,1,1,1,https://m.weibo.cn/detail/5148790585295777,尹锡悦
33,1151702983,dgliukai620,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/44a597c7jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1743091799&ssig=Xgj2mCDkMY",m,https://m.weibo.cn/u/1151702983?,美国,1743079692427,1743080999830,5148788400063163,3月26日 韩国尹锡悦被弹劾，李在明二审改判无罪 美国·美国 洛杉矶 ,1743079077,2025-03-27 12:37:57+08:00,0,0,0,https://m.weibo.cn/detail/5148788400063163,尹锡悦
34,1926909715,第一财经日报,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/0026p7eXly8h8vhdgp7tej60e80e8wer02.jpg?KID=imgbed,tva&Expires=1743091799&ssig=EPxSemP%2FN2",f,https://m.weibo.cn/u/1926909715?,,1743079692430,1743080999833,5148785357357501,#李在明二审无罪#【二审无罪！李在明暂过关，恐还不能高枕无忧】在韩国总统尹锡悦弹劾案结果尚未公布前，他的最大竞争对手、最大在野党共同民主党党首李在明先迎来“生死关”的考验。  据央视新闻报道，当地时间3月26日，韩国首尔高等法院对最大在野党共同民主党党首李在明涉嫌违反《公职选举法》一案 ...全文,1743078352,2025-03-27 12:25:52+08:00,2,0,0,https://m.weibo.cn/detail/5148785357357501,尹锡悦
35,7183421814,种花知兴衰,"https://tvax3.sinaimg.cn/crop.0.0.511.511.180/007Q8Uaaly8hyb51j2rt3j30e70e7mxz.jpg?KID=imgbed,tva&Expires=1743091799&ssig=zQ%2FFDcfxMF",m,https://m.weibo.cn/u/7183421814?,山西,1743079707630,1743080999835,5148782879311229,#李在明二审无罪#判决已作废，李在明离开法庭，临走前送出12个字，尹锡悦金建希走向末路#李在明##尹锡悦弹劾案# 种花知兴衰的微博视频 ,1743077761,2025-03-27 12:16:01+08:00,1,0,0,https://m.weibo.cn/detail/5148782879311229,尹锡悦
36,6337555792,小狗这周也要开心,"https://tvax3.sinaimg.cn/crop.0.0.800.800.180/006UTJLOly8hys6tlewpnj30m80m8wg6.jpg?KID=imgbed,tva&Expires=1743091799&ssig=q9nmIaYM6t",f,https://m.weibo.cn/u/6337555792?,广东,1743079707633,1743080999838,5148762940641187,我之前还笑话尹锡悦戒严计划在麦当劳还是肯德基里面开会来着...,1743073007,2025-03-27 10:56:47+08:00,0,0,0,https://m.weibo.cn/detail/5148762940641187,尹锡悦
37,5482286569,环际军事,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/005Z17aVly8hocnaqwc96j30go0gomxa.jpg?KID=imgbed,tva&Expires=1743091799&ssig=MEtHdahBA5",m,https://m.weibo.cn/u/5482286569?,江苏,1743079707635,1743080999842,5148758033044530,李在明被判无罪后，前往避难所跪地慰问山火灾民，有人高喊“尹锡悦在干嘛”！来源.环球网 环际军事的微博视频 ,1743071837,2025-03-27 10:37:17+08:00,7,3,4,https://m.weibo.cn/detail/5148758033044530,尹锡悦
38,7800534882,万理PKT,"https://tvax1.sinaimg.cn/crop.0.0.600.600.180/008vUfsKly8hx6w32cbbdj30go0godha.jpg?KID=imgbed,tva&Expires=1743091799&ssig=SdbcGsEiJc",m,https://m.weibo.cn/u/7800534882?,北京,1743079707637,1743080999844,5148667322303005,上诉法院宣告李在明无罪，为他参选铺平了道路 首尔高等法院，周三，裁定：主要反对党领袖李在明违反选举法罪名不成立。 推翻了下级法院的判决，为其竞选总统扫清了一个障碍。 案情：10亿美元房地产开发丑闻——李在明在担任城南市市长期间，涉及的一个土地开发项目。这个案子引发了对他的一系列审判， ...全文,1743050210,2025-03-27 04:36:50+08:00,45,0,1,https://m.weibo.cn/detail/5148667322303005,尹锡悦
39,5682174394,Shinya_信雅,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006cxP86ly8hwbd0oxk5dj30u00u0gp7.jpg?KID=imgbed,tva&Expires=1743091799&ssig=xerW31Y3tY",m,https://m.weibo.cn/u/5682174394?,日本,1743079707641,1743080999847,5148751933735336,发布了文章《搞钱、爆金币与青瓦台魔咒：后尹锡悦时代的韩国权力格局解析 》 阅读全文 网页链接  在韩国这个总统高风险职业国度，搞不好经济，就意味着走向清算。 本篇重磅政局分析文章从“青瓦台魔咒”切入，深度拆解历任总统为何几乎无一善终，从李明博的“搞钱政治”，到尹锡悦的外交失 ...全文,1743070382,2025-03-27 10:13:02+08:00,3,0,1,https://m.weibo.cn/detail/5148751933735336,尹锡悦
40,5885915100,報廢聖母,"https://tvax4.sinaimg.cn/crop.0.0.736.736.180/006qkHowly8hyygexrersj30kg0kg75w.jpg?KID=imgbed,tva&Expires=1743091799&ssig=4sz1RuNiji",f,https://m.weibo.cn/u/5885915100?,韩国,1743079707643,1743080999850,5148747748611442,我真要报警了。 ,1743069385,2025-03-27 09:56:25+08:00,0,4,0,https://m.weibo.cn/detail/5148747748611442,尹锡悦
